state,county,cz,czname,kfr_pooled_pooled_p25,kfr_pooled_pooled_p25_se,jail_pooled_pooled_p25,jail_pooled_pooled_p25_se,pooled_pooled_count,kfr_black_pooled_p25,kfr_black_pooled_p25_se,kfr_hisp_pooled_p25,kfr_hisp_pooled_p25_se,kfr_white_pooled_p25,kfr_white_pooled_p25_se,jail_black_pooled_p25,jail_black_pooled_p25_se,jail_hisp_pooled_p25,jail_hisp_pooled_p25_se,jail_white_pooled_p25,jail_white_pooled_p25_se,white_pooled_count,black_pooled_count,hisp_pooled_count,kfr_pooled_female_p25,kfr_pooled_female_p25_se,kfr_pooled_male_p25,kfr_pooled_male_p25_se,jail_pooled_female_p25,jail_pooled_female_p25_se,jail_pooled_male_p25,jail_pooled_male_p25_se,pooled_male_count,pooled_female_count,kfr_black_female_p25,kfr_black_female_p25_se,kfr_hisp_female_p25,kfr_hisp_female_p25_se,kfr_white_female_p25,kfr_white_female_p25_se,kfr_black_male_p25,kfr_black_male_p25_se,kfr_hisp_male_p25,kfr_hisp_male_p25_se,kfr_white_male_p25,kfr_white_male_p25_se,jail_black_female_p25,jail_black_female_p25_se,jail_hisp_female_p25,jail_hisp_female_p25_se,jail_white_female_p25,jail_white_female_p25_se,jail_black_male_p25,jail_black_male_p25_se,jail_hisp_male_p25,jail_hisp_male_p25_se,jail_white_male_p25,jail_white_male_p25_se,white_male_count,black_male_count,hisp_male_count,white_female_count,black_female_count,hisp_female_count
30,111,34308,Billings,.45875648,.0038453906,.028592406,.0026791764,13787.121,.3788785,.040623255,.37681288,.012690405,.48896044,.0042798803,.11888149,.060861975,.02971876,.0096370149,.023193376,.0026425931,11106.403,112.50852,1199.3563,.47363305,.0054457588,.44816241,.0054236497,.0094158715,.0021076372,.047895987,.0047361315,7103.2915,6683.3926,.42706302,.05930198,.39107689,.017410642,.49977344,.0060567223,.35764325,.053461276,.36345321,.018357262,.48176032,.005993973,.0033028538,.010287087,.0063269697,.0029076054,.0081500662,.0023433277,.18549424,.08762753,.054347422,.021225298,.038622662,.0049220426,5708.3721,69.229675,625.62122,5398.2622,43.100922,572.2428
31,1,27901,Hastings,.47424433,.0084256195,.012500616,.003767787,2958.6208,.20269404,.050163232,.44589248,.029445764,.4904643,.0092060789,.322254,.11074393,.00040246619,.0033581166,.011622582,.00402347,2463.3044,32.313915,375.24594,.48812947,.011719475,.45630345,.011744956,.0075960346,.0044607394,.017613374,.0059828558,1509.6471,1448.735,,,.41326967,.036532342,.5058434,.01315906,,,.47072724,.044983547,.47523147,.012792313,,,.00029700555,.0059243417,.0085959267,.0050732908,,,-.0016939011,.0072506261,.014707352,.0045740809,1257.0231,,170.89616,1206.0028,,214.694
31,3,27801,Virginia Beach,.57401186,.014406078,.0074240775,.0045729764,1202.2926,,,,,.57682693,.013754648,,,,,.0072383475,.0032104314,1173.1217,,,.61830628,.021086324,.53735667,.019540181,.00041044893,.0016001561,.017514585,.0083907507,640.45178,561.02753,,,,,.62038177,.020222573,,,,,.54065406,.019163158,,,,,.0005942632,.0018327285,,,,,.013795168,.0060185767,623.22559,,,550.38843,,
31,5,28304,Valentine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,7,27701,Scottsbluff,.53561562,.042201694,-.0084228553,.0097268792,181.48424,,,,,.53873694,.04492313,,,,,.0045867907,.013608134,161.08926,,,.55663508,.057795558,.51553285,.058837984,.016985759,.024674181,.0043997797,.021142749,123.02921,70.201614,,,,,.58888596,.059468724,,,,,.46813568,.061684959,,,,,.0045694881,.018789511,,,,,-.025051674,.021180797,111.73833,,,61.57531,,
31,9,28305,Broken Bow,.64376199,.04795276,-.014527008,.016265029,137.05002,,,,,.66055965,.045809168,,,,,.0017638003,.015631925,132.87195,,,.62886149,.062586717,.66177619,.071740225,-.0062837671,.020616282,,,68.547653,68.931801,,,,,.64869803,.059050623,,,,,.68780607,.071995467,,,,,-.0078103989,.023995869,,,,,,,65.536873,,,68.329994,,
31,11,27802,Columbus,.59343803,.015664,.011566208,.0062762778,1043.3196,,,,,.60213971,.015839893,,,,,.0093939472,.00547559,1001.0637,,,.62326854,.021454716,.57211477,.022224495,-.00078635797,.00163594,.018561523,.010281214,516.29254,528.46136,,,,,.63216829,.020917537,,,,,.5773527,.022440244,,,,,-.0041909581,.0020106493,,,,,.018909506,.010158918,486.77332,,,514.67633,,
31,13,27701,Scottsbluff,.51189107,.012865947,.009646656,.0047704843,991.93341,,,.47333527,.035852838,.54767817,.013926945,,,.0057738461,.0067400476,.0035382598,.0019006449,721.15375,,193.32527,.51819736,.017577959,.51023936,.018175175,-.000028549355,.00096108101,.020924592,.011605959,495.89481,493.22836,,,.5114128,.050481111,.5439387,.019124625,,,.43472439,.046051446,.54733831,.020080958,,,.011613118,.010801778,.00024249927,.00085689512,,,.026376035,.024650212,.0069406722,.0026476204,345.53,,126.48896,372.14462,,74.977325
31,15,27001,O'Neill,.57708967,.027433962,.0046989829,.0045909272,465.66824,,,,,.58535105,.026081726,,,,,.00096138834,.00385892,463.48618,,,.58972657,.035878837,.57912421,.041012127,.0062014693,.01109562,.001295034,.0097158672,202.81223,263.88101,,,,,.60153878,.034154888,,,,,.56985217,.040189363,,,,,-.0024524457,.0072478703,,,,,-.0057843202,.0084226197,198.90115,,,265.96042,,
31,17,27003,Ainsworth,.5385468,.019815469,.0054960153,.0027699594,579.63049,,,,,.54503918,.01925534,,,,,.002314009,.0020103008,560.65637,,,.55426317,.028291957,.51957947,.026754074,-.0042207772,.0030883562,.0072308737,.0053531113,319.40378,261.6752,,,,,.55993313,.027877241,,,,,.52723795,.027478056,,,,,-.0028349597,.0037227161,,,,,.0011857614,.0042585409,311.81201,,,249.72946,,
31,19,28608,Kearney,.49423537,.0075737047,.024084365,.0050153923,4165.52,,,.44591245,.025090953,.51516616,.0082070995,,,.029554795,.017658845,.022406245,.0050369808,3566.7966,,470.92035,.51287502,.010886878,.47860685,.011091033,.010352498,.0057901354,.037823394,.0091387937,2073.675,2088.2776,,,.41506687,.031828623,.53623325,.011168567,,,.4834083,.039999645,.48774526,.011735891,,,-.00087940739,.0038882142,.011431352,.0053863735,,,.06355498,.039872061,.035544727,.008689574,1782.2518,,209.82391,1784.0148,,246.53979
31,21,28002,West Point,.52192491,.015012009,.0099253887,.0054505849,950.25195,,,.28540245,.06967137,.53985453,.015179834,,,,,.0077589015,.0040527307,890.57831,,25.596447,.52905744,.020793492,.5118289,.021799991,.0049041747,.0048594498,.016243421,.010303111,461.32272,489.29706,,,,,.54699421,.020710729,,,,,.53400123,.021981841,,,,,.0054947254,.0050832131,,,,,.0088241119,.0077241948,425.63385,,,465.84589,,
31,23,27802,Columbus,.55316401,.014301118,.0090075573,.0052131587,1133.4348,,,,,.55945319,.014633478,,,,,.009358122,.0052179359,1072.5165,,,.5742932,.019778054,.53575885,.020427782,.0011192574,.0020814997,.017526833,.0096329544,573.72229,559.76361,,,,,.58245671,.020191966,,,,,.54078209,.02041021,,,,,-.0028134962,.0014330737,,,,,.017170595,.010234842,545.54492,,,527.36102,,
31,25,28202,Omaha,.48256493,.0092419572,.018700073,.0053525865,2206.7646,,,.47149575,.045891508,.49900314,.0095838113,,,.075963832,.046492655,.01469364,.0047911536,2054.5569,,75.473732,.493063,.013174877,.478504,.012947244,.009759861,.0050147614,.026807468,.0091280481,1139.0687,1067.3546,,,.49681124,.059155323,.50265735,.013621484,,,.4345924,.070434377,.49240518,.013367647,,,.013184399,.012718009,.010746148,.0054596895,,,.19741499,.098042771,.019091452,.0068910299,1074.5494,,27.18697,980.25256,,49.419762
31,27,27005,Yankton,.61331522,.01264902,-.00076070387,.0016550496,1658.593,,,,,.62478948,.012152697,,,,,.00013642653,.00086307636,1610.874,,,.64684719,.017726725,.57863265,.017409148,.0001880295,.0011233592,.00065915188,.0029181617,877.2868,782.54559,,,,,.65120989,.01758484,,,,,.597184,.017195826,,,,,-.0010945525,.0012961238,,,,,.0020565814,.0019614522,853.07538,,,757.26263,,
31,29,28607,McCook,.55134708,.021806916,.00061895914,.0032371499,583.32898,,,,,.55484915,.021885768,,,,,-.00051857211,.0024495148,532.23059,,,.59590453,.032739043,.52530009,.028889706,.00053293607,.0035838943,.003343866,.005667387,310.86227,267.1478,,,,,.59874684,.032684579,,,,,.52584457,.029074924,,,,,.0059352899,.0093875239,,,,,.0031918332,.0043683443,284.89911,,,240.7583,,
31,31,28304,Valentine,.48694283,.015126103,.020310653,.0085468385,1050.8623,,,,,.51082826,.016171662,,,,,.011939388,.0063518523,931.4231,,,.49543509,.021229642,.48297697,.021006268,.0019102533,.0026433812,.040619463,.016770538,553.86859,497.0253,,,,,.51521409,.022288458,,,,,.50566506,.023222247,,,,,.0044232765,.0039859414,,,,,.026035389,.014149137,496.84283,,,434.08591,,
31,33,27702,Cheyenne,.50106198,.014082181,.011361522,.0063824407,1052.3652,,,.43224469,.049451008,.51862615,.014722518,,,.083204225,.051523831,.0033354675,.0011649792,911.61877,,112.10753,.50148743,.020013146,.50439739,.019231318,.0069784727,.0062284148,.014583958,.010133971,525.44244,526.88519,,,.41132805,.067748122,.51364434,.020093147,,,.48590389,.069609098,.52649975,.021283131,,,.069560573,.03350744,-.000054046843,.0012751009,,,.10409205,.09611132,.0079232603,.0078146691,443.75885,,54.902596,467.42688,,57.959663
31,35,27901,Hastings,.58513653,.017142972,.0086637577,.0056799832,968.75,,,.36255091,.080744766,.60173643,.01738563,,,,,.0068481886,.0046432274,886.31641,,56.30434,.5880205,.023594199,.58398306,.024606332,-.0010492357,.0017287871,.021382542,.01423142,480.66476,488.82422,,,,,.59632963,.02317754,,,,,.60388756,.024965502,,,,,-.0031696153,.001944522,,,,,.017263029,.011404617,429.27621,,,456.80591,,
31,37,27802,Columbus,.48060474,.011522733,.010243133,.0038053456,1753.3076,,,.40963849,.018941749,.56429571,.014099685,,,.015738092,.010390759,.0080156922,.0037580431,977.24707,,904.7785,.50375748,.016792804,.46380785,.01556894,.0013393058,.0018695417,.023416271,.008976345,918.50085,833.92993,,,.42116269,.02819398,.57614517,.019348504,,,.40002301,.025730662,.54885632,.019654721,,,-.0092058992,.0041000796,.0032866916,.0033368913,,,.030311257,.018976323,.016504709,.0089493906,505.98212,,469.74661,470.73831,,432.72281
31,39,28002,West Point,.58663952,.013500613,.00083379634,.0024506692,1348.1444,,,.44360366,.049385767,.60414976,.01393214,,,.0043945266,.014778037,.0010144195,.0018073425,1212.5815,,180.84807,.59555781,.018526016,.57717043,.019526849,.00090885069,.0011863678,-.00018816839,.0032978891,721.26331,628.50482,,,.40329951,.060566954,.61101454,.019252712,,,,,.59462261,.019518565,,,.0094228648,.02288036,-.0012279506,.0012917098,,,,,-.0025347306,.0028893012,650.30432,,,564.55164,,75.704048
31,41,28305,Broken Bow,.56418449,.011818509,.0069671096,.003776225,1929.6191,,,.67715901,.058546908,.57214999,.011524019,,,-.0011597832,.012759889,.0051248288,.002695594,1850.8253,,37.166187,.58489716,.016117077,.54122597,.016684735,.0039045378,.0033554882,.012591154,.0071879821,962.07813,970.31427,,,,,.59415275,.015959779,,,,,.54544526,.016604178,,,,,8.4988596e-06,.001327366,,,,,.013434049,.0052085016,919.57971,,,936.03595,,
31,43,28001,Sioux City,.42784396,.0084153889,.025197988,.0057160747,2839.5725,.36669976,.054396469,.44236818,.014247879,.48990625,.011916107,.072632506,.067549944,.023170689,.0085383253,.024381226,.0078491746,1303.8271,30.921705,1547.9429,.42210519,.011820585,.43304446,.012136955,.010691501,.0067279339,.040863425,.010298643,1387.6124,1454.2714,,,.42790103,.018634617,.48565573,.016427629,.37986803,.064882584,.457021,.019968541,.49294791,.016585672,,,.0014499758,.0019693493,.017651504,.0077842716,,,.040579837,.01568675,.032581389,.012588006,625.72552,20.400616,793.88501,680.38855,,753.16125
31,45,27701,Scottsbluff,.5154494,.014237334,.011817364,.0062211696,934.12201,,,.51586986,.05562922,.54380441,.015511126,,,-.001709107,.012340305,.0073537189,.0041233269,780.40009,,53.420345,.52320462,.020599611,.51242524,.020057276,.00154957,.0022016682,.023063136,.01166302,514.72931,420.49982,,,,,.54972672,.022125401,,,.42274994,.072238483,.53753167,.020875776,,,,,-.00097846019,.0016661882,,,,,.016194474,.0095928777,442.30457,,26.702713,340.8313,,
31,47,28609,Lexington,.45000634,.0072838785,.013807791,.0030908079,4069.1306,,,.43836629,.010762486,.50331277,.009391183,,,.02313786,.007319387,.0082662618,.0024964663,2130.8826,,2165.3098,.44150463,.01029201,.45801184,.0099778427,.0070194667,.003038282,.021558391,.0057953857,2114.8198,1953.3177,,,.42806438,.014459107,.50581741,.013943908,,,.45299953,.015929796,.49600309,.01292589,,,.0060560564,.0031060961,.0045332364,.002927077,,,.04657596,.015956718,.01377367,.0038191073,1131.9319,,1123.8352,994.7121,,1041.4183
31,49,28302,Ogallala,.54593658,.030374343,.0043513975,.0050283452,286.64188,,,,,.57188427,.031542048,,,,,.0015850984,.0042781825,262.08881,,,.54022074,.040929232,.55496603,.043346923,-.00093148788,.0057493541,-.0076224129,.010025776,140.4379,147.12872,,,,,.57121903,.043187957,,,,,.56825155,.043837756,,,,,-.0032795195,.0071457303,,,,,.0025936584,.0087797428,131.91876,,,128.93736,,
31,51,28001,Sioux City,.55039412,.017361693,.00097389886,.0024163397,1003.6892,,,.43997511,.057381235,.56510955,.018059053,,,.043017585,.061953545,-.0017612309,.0017533517,881.2547,,124.59128,.56604701,.022449866,.53990889,.02630046,.0004731924,.0019368452,.0066267271,.0049079731,487.62384,508.51288,,,,,.5774287,.022766978,,,,,.55617517,.026961118,,,,,-.00086524594,.0023877362,,,,,-.0015254254,.0045126067,432.37207,,,443.75784,,
31,53,28202,Omaha,.48173931,.0075121834,.02049211,.0045377109,3469.3745,.4392589,.08517237,.45865697,.027745456,.49636191,.0081722485,,,.0043322672,.0045187306,.020306341,.0044749319,3061.3748,23.185862,366.39325,.48497239,.011015843,.48461929,.010781215,.0080427006,.0041026482,.032424938,.0084829647,1721.5808,1748.7446,,,.44499406,.033485919,.49943927,.011537758,,,.46852878,.043218236,.491391,.01147366,,,-.0068114675,.0043368544,.0072602713,.0036161502,,,.015579958,.018365121,.034694597,.0084780855,1520.9174,,154.92154,1540.9691,,211.90193
31,55,28202,Omaha,.3992798,.0021391599,.04048815,.0020983373,43919.332,.31061456,.0030489501,.41762713,.0060971468,.4618341,.0030431729,.081870236,.0052732187,.01946657,.0032563354,.022086058,.0018136117,21666.246,14860.221,7659.2827,.4148294,.0030278913,.38394535,.0030486877,.0071209371,.00099978945,.078820042,.0038783483,22295.922,21623.5,.33555496,.004125251,.42077461,.008645732,.47690603,.0042236014,.28396484,.0045170384,.41379958,.0084999744,.45154843,.0042972877,.011523217,.00205812,.0030421594,.001497724,.0062891073,.0015148998,.16987167,.01014153,.036461089,.0068424647,.039173435,.0035238024,10961.283,7588.7539,3977.2258,10704.944,7276.4351,3681.9424
31,57,28606,Wano,.53961021,.027892586,.0031195828,.0047779083,381.55814,,,,,.55001396,.027328586,,,,,.0010353439,.0041609402,351.53699,,,.53545356,.038281489,.54277086,.039547388,.00817551,.013753504,-.0076676537,.0093628708,201.56886,179.95834,,,,,.52720308,.040358782,,,,,.58288682,.039694477,,,,,.00057022,.008491992,,,,,.0068345307,.0085202018,184.17514,,,167.15967,,
31,59,27902,York,.54328305,.017439384,-.0021330433,.0026715938,856.90741,,,,,.55800647,.017674571,,,,,-.0039622751,.0023729934,793.68591,,,.55967426,.024740912,.52641261,.0242994,.0027083496,.0035629375,-.0076498641,.0042997333,429.90909,427.34781,,,,,.57781774,.024772318,,,,,.53332335,.024684656,,,,,-.00093440083,.0020798021,,,,,-.0053067273,.0033779033,403.52731,,,389.38495,,
31,61,28608,Kearney,.54554552,.022124225,-.0009805467,.0033272579,571.05725,,,,,.55188143,.02126972,,,,,.0017227047,.0023009388,553.23169,,,.58322263,.029196661,.50681841,.031816278,-.0016748852,.0033114303,.0037277068,.0065884525,278.49753,291.47528,,,,,.58718485,.028185183,,,,,.51469314,.033247624,,,,,-.0015393806,.0039644227,,,,,.00035319931,.0053005661,269.32462,,,282.2637,,
31,63,28609,Lexington,.629682,.022460185,-.0021246742,.0034525129,584.16351,,,,,.6360203,.0216038,,,,,.00037421894,.0027287758,581.61255,,,.6311866,.033128519,.62452793,.029836347,.0031332234,.0074114776,.0016773177,.0065106899,322.3793,260.89017,,,,,.63972807,.031952616,,,,,.62838721,.029488057,,,,,.010159081,.011120943,,,,,.0020982295,.0054274308,316.27878,,,264.15884,,
31,65,28609,Lexington,.55206358,.019661985,.0074855564,.0063799759,795.56818,,,,,.57097048,.019171437,,,,,.0084230807,.0045862398,757.44415,,,.57723999,.027584491,.52917045,.02705989,.0071383077,.0086670471,.010966457,.0050053108,424.05383,371.82324,,,,,.59052742,.027267493,,,,,.5517717,.027060525,,,,,.0080087585,.0088088233,,,,,.012469187,.0085656783,401.53842,,,354.60037,,
31,67,28101,Lincoln,.4863233,.0093874447,.025684414,.0058927708,2474.6553,,,.39371076,.048908226,.50694168,.0096144425,,,.0048096529,.011716712,.025271658,.0060964907,2302.7578,,55.339458,.50396407,.013261571,.4725959,.013279454,.0017122617,.0012343184,.051289275,.012258895,1284.6152,1192.5477,,,.2384035,.058122855,.51830971,.013382198,,,.44235772,.080336556,.49433348,.013749301,,,,,.0025467481,.0017036747,,,.03994615,.057420775,.049825426,.014482097,1192.8402,,23.374502,1111.1871,,31.805676
31,69,28303,Oshkosh,.53691733,.029860986,.0039484515,.0051142396,333.71902,,,,,.56384051,.029453248,,,,,-.0076219472,.0043506473,317.42227,,,.59123504,.040701039,.49304307,.041413035,-.0084992414,.0071432283,.015873034,.018162679,169.89777,163.79381,,,,,.58658105,.04055237,,,,,.53981751,.042944621,,,,,-.0084253093,.00878732,,,,,.019781159,.018942926,160.49216,,,156.44542,,
31,71,27002,Ord,.5364821,.028941173,.0028395341,.0050234883,326.20499,,,,,.54048336,.029642351,,,,,.0024679562,.0042717103,307.50165,,,.55984044,.039933428,.51822144,.040869199,.011643923,.016403982,-.010839058,.010011218,173.00568,152.27603,,,,,.55558157,.039014366,,,,,.52453411,.041775901,,,,,-.0075250389,.0082838153,,,,,-.0042691063,.0089840554,162.09698,,,145.74112,,
31,73,28609,Lexington,.50461113,.029001227,.020937577,.016029986,292.53827,,,,,.5170238,.029812619,,,,,.012925003,.011654732,287.91895,,,.49692264,.040537905,.51627737,.041675612,.0027726486,.0069445898,.028649401,.027056994,147.85664,145.20688,,,,,.5125832,.040299028,,,,,.54578996,.040620923,,,,,-.0070931674,.0066536143,,,,,.023394709,.021673938,150.49162,,,137.59451,,
31,75,28304,Valentine,.56253546,.062710106,.01180566,.028227875,112.6944,,,,,.5832535,.063832305,,,,,-.0091769323,.01393752,111.00948,,,,,.56587195,.09053801,,,.036005545,.064917281,51.242683,,,,,,,,,,,,.60430747,.093807623,,,,,,,,,,,-.012539957,.02471967,51.113644,,,,,
31,77,27002,Ord,.60226417,.024623714,.005741254,.0038564433,541.55542,,,,,.6015045,.023440322,,,,,.0052610086,.006050806,520.14551,,,.62377262,.033904709,.57404977,.034564201,.0077625741,.011156707,-.0035008192,.0080119446,311.34482,238.6131,,,,,.62284458,.032715872,,,,,.57313722,.033560611,,,,,.0089029223,.011301843,,,,,.0015272298,.0068147173,297.26755,,,228.76247,,
31,79,27903,Grand Island,.4543325,.0057176892,.021768255,.0034806496,6345.4609,.40799248,.052491736,.43259329,.010571761,.48842287,.0068452135,.059352476,.047730245,.03944505,.0076346151,.015734604,.0032125474,4177.6055,45.253315,2481.5869,.46025482,.0081752632,.44888645,.0079914285,.0055661849,.0023524135,.038193904,.0065218876,3286.2651,3059.0332,.38226551,.053237434,.44429329,.016062133,.49271703,.0098026125,,,.42585674,.015125991,.47897935,.0094792778,.020872911,.031158796,.0068358481,.0031771245,.0044345283,.0020733594,,,.068713233,.01742363,.02801072,.006537437,2159.2947,,1291.5918,2018.1924,17.623423,1187.2074
31,81,27903,Grand Island,.52569348,.013549043,.0037417058,.0024781618,1163.8053,,,.42457256,.077558167,.54034233,.013615668,,,-.010987505,.018355805,.0023664988,.001060002,1095.8414,,26.419262,.53785408,.018989798,.51299006,.019114863,.00054674572,.0011604211,.0027380311,.0045685447,617.9798,546.57068,,,,,.5493601,.019090233,,,,,.5317536,.01939784,,,,,.00014849454,.0011459594,,,,,.0046369596,.0024283989,583.62451,,,513.54535,,
31,83,28609,Lexington,.50639182,.024051044,.0083668809,.0083613135,513.58185,,,,,.52775854,.024708433,,,,,.0069605764,.0068503222,496.56027,,,.50049579,.033968508,.51775932,.03508763,.0010443295,.0040843477,.016459405,.016526178,243.05116,269.6384,,,,,.5344336,.03486634,,,,,.53084558,.034638118,,,,,.0049197171,.0099589294,,,,,.027302617,.020993028,239.16811,,,256.63071,,
31,85,28607,McCook,.61519438,.036400292,-.0009447427,.0071370783,222.30833,,,,,.62300736,.034351006,,,,,.0018488427,.0064666546,210.31932,,,.64272636,.053196397,.60431129,.048973083,-.011876618,.011364227,-.001438959,.01392616,111.23038,109.46535,,,,,.66646713,.05053141,,,,,.59632528,.047245305,,,,,-.008579758,.01375323,,,,,-.013655807,.012570544,103.42738,,,106.54877,,
31,87,28607,McCook,.58966339,.022957342,.0025773793,.0035734675,479.70401,,,,,.59640431,.022323282,,,,,-.00071504019,.0025829643,453.18405,,,.5691576,.03051367,.61389291,.033315241,-.0031055815,.0036515363,.0057066693,.0071159401,242.37329,237.58591,,,,,.57338893,.030309871,,,,,.62360018,.033016097,,,,,-.011661488,.0045728553,,,,,.0034183371,.0058122701,228.39903,,,223.78514,,
31,89,27001,O'Neill,.56845075,.01076456,.0019548316,.0012865479,2199.3723,,,.50049573,.071058773,.5792563,.010371854,,,.044236977,.076990582,.0019459218,.00075619272,2144.9768,,23.964437,.58133733,.014907927,.55631042,.014935983,-.00084943708,.0008865709,.004971731,.0025086524,1210.391,1000.0167,,,,,.59295613,.014592143,,,,,.56536829,.014726616,,,,,-.00065286516,.0011291959,,,,,.0037345665,.0017582041,1174.7981,,,980.4447,,
31,91,28304,Valentine,.61213541,.058294248,.0053822938,.019425776,152.1257,,,,,.64865696,.054867499,,,,,.014427543,.030600084,159.55312,,,.47699255,.077287532,,,,,,,,80.11795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,93,27903,Grand Island,.52187091,.014625972,.010649297,.0046537858,1120.7462,,,,,.53198409,.014950668,,,,,.010763587,.0048413663,1083.6689,,,.52938831,.019985039,.51566082,.020656334,.0058937226,.0049602943,.014710912,.0088530015,608.26685,513.78162,,,,,.53904444,.021184847,,,,,.52493572,.020922242,,,,,.0068109953,.0045740651,,,,,.018658046,.0083992342,600.65033,,,485.27908,,
31,95,28101,Lincoln,.51538378,.013902148,.012485979,.0059488011,1036.9756,,,,,.53025097,.01423363,,,,,.013540678,.0059079141,989.24408,,,.5103519,.018909439,.51954287,.020481596,.00040548624,.0013455158,.026766667,.013294724,538.8028,497.06396,,,,,.52835113,.019545602,,,,,.53185225,.020411115,,,,,.0036877824,.0041022459,,,,,.026450276,.012415356,521.30566,,,468.22958,,
31,97,28102,Nebraska City,.53254998,.019013414,.010169166,.0063771768,628.69983,,,.44786924,.061173894,.57338816,.020615606,,,.029471017,.044731971,.0073792781,.0057672858,522.71753,,48.498852,.53503597,.025941283,.53098279,.027045749,-.0021206154,.0027046667,.015015007,.013127193,291.99811,340.62204,,,,,.57250321,.027649317,,,,,.57049972,.028755995,,,,,-.0073390119,.0036164643,,,,,.014967464,.0091775935,240.99518,,,284.93683,,
31,99,28608,Kearney,.54109216,.017011261,.010116756,.0061698812,814.9646,,,.38654828,.076067135,.5487383,.017524296,,,.2071472,.086261176,.0042161862,.002337588,756.89148,,30.130268,.55089176,.022096269,.53079629,.026178198,.0031595111,.0041621714,.02005587,.012397246,388.53925,418.02386,,,,,.55353951,.0228281,,,,,.54410458,.026085755,,,,,.0032145849,.0042530219,,,,,.0077250279,.009473009,368.54718,,,382.18771,,
31,101,28302,Ogallala,.49491698,.014163142,.0019448443,.0026531727,1063.3102,,,.44127816,.041966483,.51289022,.014856686,,,-.0084435632,.0065073553,.0017184605,.0020158121,943.75696,,105.19592,.47572887,.019451946,.51009136,.020492956,-.0022706664,.0010989582,.0045494018,.0051003387,548.30011,514.42267,,,.45720267,.055786289,.49516669,.020789741,,,.41742992,.058792006,.52940512,.021641517,,,.00034894265,.01079313,-.00090746564,.0014751727,,,.000032540396,.014909181,.0020000013,.0028877971,482.98978,,54.650688,461.02002,,50.503387
31,103,27003,Ainsworth,.57166612,.041507449,.0039650341,.00975437,200.03426,,,,,.57337719,.03899277,,,,,.0035532867,.0090266084,185.76662,,,.60542524,.060888022,.52671611,.055594884,-.01140303,.017858071,.011213099,.017949224,101.15942,98.556091,,,,,.60221678,.057608474,,,,,.53057307,.055392604,,,,,.0044137053,.022419278,,,,,.012583782,.022381218,92.210945,,,92.410492,,
31,105,27702,Cheyenne,.50332463,.020033341,.019729724,.011100841,553.33215,,,.48701507,.06876146,.51123351,.021128437,,,.0031158235,.01567621,.019406248,.011225462,508.79489,,27.875198,.48999465,.029112905,.51705575,.027686192,-.0019562959,.0028793626,.052676797,.02585542,294.70596,258.76196,,,,,.5146572,.030432904,,,,,.50973237,.028985808,,,,,.000060468225,.0034139242,,,,,.049592234,.027417852,272.46783,,,235.8727,,
31,107,27005,Yankton,.57547897,.013389461,.0088450443,.0034196216,1579.736,,,,,.60898119,.013316066,,,,,.0057289051,.0031162971,1314.5996,,,.57897031,.018560505,.57662213,.01856474,.0065313419,.0050714845,.0091326516,.00315516,797.22198,783.25616,,,,,.61632556,.018862363,,,,,.6017015,.018813774,,,,,.0017816273,.0021303399,,,,,.0047946293,.0023073095,675.40247,,,639.21228,,
31,109,28101,Lincoln,.43736401,.003482983,.025005199,.0023058951,18297.813,.33904123,.0099695465,.41313794,.012243547,.46350461,.0040149079,.073918648,.013506779,.050448027,.012965552,.015708355,.0019717531,13125.961,1590.8525,1565.3212,.45240143,.0048598205,.42695493,.0049401908,.0086765578,.0018378921,.041505992,.0040996135,9296.9121,9000.4189,.35992572,.013651419,.41083333,.01656254,.4728106,.0055663497,.32427505,.014912295,.42062727,.017452331,.45077848,.0056753205,.019289449,.0083473036,.026909757,.0088692205,.0073938137,.0019938394,.11912501,.022606006,.074666955,.024738096,.024222733,.0033067744,6685.6606,815.27258,786.75336,6439.7417,774.82831,776.98938
31,111,28306,North Platte,.46992895,.0076488247,.013190628,.0034455627,3266.5232,.40899155,.071527526,.427338,.023173951,.49215278,.0080786031,,,.012013254,.0073135663,.013702972,.0040304726,2743.2144,38.910275,411.87659,.4724254,.01076124,.4727056,.010574835,.0036333236,.002181059,.022622732,.0065464769,1719.4215,1547.3699,,,.41460633,.030421916,.48639864,.011424341,,,.43591532,.031721108,.4935286,.011622887,,,-.0028342502,.0027781583,.0056275092,.0031599859,,,.033582453,.019896964,.023118136,.0065887733,1431.8086,,204.26961,1311.9905,,209.30013
31,113,28306,North Platte,.53596389,.036404841,.013168463,.015405202,149.32466,,,,,.54558086,.035281599,,,,,.026715085,.02228317,141.99606,,,.5007779,.056033708,.55120867,.048186261,-.018135682,.011366061,.038947199,.035348266,81.736046,65.181229,,,,,.51759523,.057372287,,,,,.55902982,.048078973,,,,,-.016552027,.013454968,,,,,.054219089,.048579339,75.650177,,,62.56881,,
